ACT97415.1	ARO:3002999	CblA-1	mixed culture bacterium AX_gF3SD01_15
AKR18031.1	ARO:3004354	PDC-91	Pseudomonas aeruginosa
AKR18032.1	ARO:3004355	PDC-92	Pseudomonas aeruginosa
AKR18033.1	ARO:3004356	PDC-93	Pseudomonas aeruginosa
ATL63235.1	ARO:3004357	catV	Brevibacillus brevis Vm4
CAB51471.1	ARO:3004359	ACI-1	Acidaminococcus fermentans
WP_102607457.1	ARO:3004361	sul4	Proteobacteria
ARX76025.1	ARO:3003128	OXA-436	Enterobacter asburiae
AOQ26572.1	ARO:3004362	OXA-535	Shewanella sp.
AAF94731.1	ARO:3004364	almG	Vibrio cholerae O1 biovar El Tor str. N16961
ABX45066.1	ARO:3001449	OXA-127	Acinetobacter baumannii
ENU09033.1	ARO:3001724	OXA-268	Acinetobacter calcoaceticus NIPH 13
AQX36338.1	ARO:3004379	QepA4	Escherichia coli
AMP42492.1	ARO:3004441	tet(59)	uncultured bacterium IN-14
AMP42147.1	ARO:3004442	tet(W/N/W)	uncultured bacterium IN-02
AUW34365.1	ARO:3004444	RSA-1	uncultured bacterium
AUW34359.1	ARO:3004445	RSA-2	uncultured bacterium
EOQ63861.1	ARO:3001725	OXA-269	Acinetobacter calcoaceticus ANC 3811
AAL26797.1	ARO:3004448	HERA-1	Atlantibacter hermannii
ABW05394.1	ARO:3004450	TRU-1	Aeromonas enteropelogenes
AIL46641.1	ARO:3000579	Chryseobacterium meningosepticum BlaB	Elizabethkingia anophelis NUHP1
AAA22081.1	ARO:3004451	Agrobacterium fabrum chloramphenicol acetyltransferase	Agrobacterium fabrum str. C58
AAQ63644.1	ARO:3004452	Bacillus clausii chloramphenicol acetyltransferase	Bacillus clausii
AAA23018.1	ARO:3004454	Campylobacter coli chloramphenicol acetyltransferase	Campylobacter coli
BAC11901.1	ARO:3004455	Streptococcus suis chloramphenicol acetyltransferase	Streptococcus suis
AAO52851.1	ARO:3004456	Enterococcus faecium chloramphenicol acetyltransferase	Enterococcus faecium
AAA26615.1	ARO:3004457	Staphylococcus intermedius chloramphenicol acetyltransferase	Staphylococcus intermedius
CAA63498.2	ARO:3004458	Enterococcus faecalis chloramphenicol acetyltransferase	Enterococcus faecalis
AAB23649.1	ARO:3004460	Vibrio anguillarum chloramphenicol acetyltransferase	Vibrio anguillarum
NP_249397.1	ARO:3002679	Pseudomonas aeruginosa catB7	Pseudomonas aeruginosa PAO1
ALG03771.1	ARO:3004463	EBR-2	Empedobacter falsenii
AWX35642.1	ARO:3004464	CFE-2	Citrobacter freundii
EGE18576.1	ARO:3004466	ICR-Mc	Moraxella catarrhalis BC1
AEQ93536.1	ARO:3004468	CrpP	Pseudomonas aeruginosa
AVI44920.1	ARO:3004470	poxtA	Staphylococcus aureus
ENX56371.1	ARO:3001758	OXA-303	Acinetobacter sp. ANC 3880
AJD07405.1	ARO:3001600	OXA-409	Acinetobacter baumannii
AKI29916.1	ARO:3003607	OXA-451	Campylobacter jejuni
ALC76098.1	ARO:3003613	OXA-457	Achromobacter sp. 2015clin2ach
APY23844.1	ARO:3004736	ARL-3	Staphylococcus arlettae
ADB56658.1	ARO:3004753	BIC-1	Pseudomonas fluorescens
ALF06101.1	ARO:3004764	CBP-1	Clostridium botulinum
AAV65595.1	ARO:3004807	GOB-15	Elizabethkingia meningoseptica
SUA76968.1	ARO:3001456	OXA-151	Pandoraea pnomenusa
EOQ69512.1	ARO:3001726	OXA-270	Acinetobacter pittii ANC 4050
ENX45276.1	ARO:3001759	OXA-304	Acinetobacter sp. NIPH 542
AJD07406.1	ARO:3001602	OXA-411	Acinetobacter baumannii
AKI29917.1	ARO:3003608	OXA-452	Campylobacter jejuni
ALC76100.1	ARO:3003614	OXA-458	Achromobacter sp. 2015clin4ach
APY23838.1	ARO:3004737	ARL-4	Staphylococcus arlettae
CAA52618.1	ARO:3004755	BIL-1	Escherichia coli
AAL55262.1	ARO:3004766	CGA-1	Chryseobacterium gleum
ACZ72746.1	ARO:3004808	GOB-16	Elizabethkingia meningoseptica
ALA99186.1	ARO:3001457	OXA-152	Pandoraea pnomenusa
EOQ72432.1	ARO:3001727	OXA-271	Acinetobacter lactucae
ENV02983.1	ARO:3001760	OXA-305	Acinetobacter sp. NIPH 817
AJD07407.1	ARO:3001603	OXA-412	Acinetobacter baumannii
ALC76101.1	ARO:3003615	OXA-459	Achromobacter insuavis
APY23862.1	ARO:3004738	ARL-5	Staphylococcus arlettae
AKD43328.1	ARO:3004757	BKC-1	Klebsiella pneumoniae
AAF89152.1	ARO:3004809	GOB-2	Elizabethkingia meningoseptica] Partial
AAL26995.1	ARO:3004817	HERA-2	Atlantibacter hermannii
CAD60968.1	ARO:3004819	HERA-4	Atlantibacter hermannii
ABK58097.1	ARO:3004825	LAP-1	Enterobacter cloacae
CFB60580.1	ARO:3001458	OXA-153	Pandoraea apista
ENW16915.1	ARO:3001728	OXA-272	Acinetobacter pittii ATCC 19004 = CIP 70.29
ENX38336.1	ARO:3001761	OXA-306	Acinetobacter sp. NIPH 2100
AJD07408.1	ARO:3001604	OXA-413	Acinetobacter baumannii
ATL95930.1	ARO:3003616	OXA-460	Campylobacter jejuni
APY23865.1	ARO:3004739	ARL-6	Staphylococcus arlettae
ABV63006.2	ARO:3004759	BPU-1	Bacillus pumilus SAFR-032
BAL40892.1	ARO:3004768	CIA-1	Chryseobacterium indologenes NBRC 14944
AAF89147.1	ARO:3004810	GOB-3	Elizabethkingia meningoseptica] Partial
AAL26996.1	ARO:3004818	HERA-3	Atlantibacter hermannii
CAD60969.1	ARO:3004820	HERA-5	Atlantibacter hermannii
ABV89601.1	ARO:3004826	LAP-2	Enterobacter cloacae
SNU87672.1	ARO:3001459	OXA-154	Pandoraea sputorum
ENW12288.1	ARO:3001729	OXA-273	Acinetobacter pittii ANC 3678
AJD07401.1	ARO:3001605	OXA-414	Acinetobacter baumannii
AKI29921.1	ARO:3003617	OXA-461	Campylobacter jejuni
AAG44836.1	ARO:3004740	AST-1	Nocardia asteroides
BAL40893.1	ARO:3004769	CIA-2	Chryseobacterium indologenes
AAF89149.1	ARO:3004811	GOB-4	Elizabethkingia meningoseptica] Partial
CAD60970.1	ARO:3004821	HERA-6	Atlantibacter hermannii
ALA99189.1	ARO:3001460	OXA-155	Pandoraea sputorum
ENV18923.1	ARO:3001731	OXA-275	Acinetobacter guillouiae NIPH 991
ENV32314.1	ARO:3001763	OXA-308	Acinetobacter gerneri DSM 14967 = CIP 107464
AKH90740.1	ARO:3001607	OXA-416	Shewanella xiamenensis
ANW35663.1	ARO:3003620	OXA-464	Arcobacter butzleri
BAL40894.1	ARO:3004770	CIA-3	Chryseobacterium indologenes
AAF89146.1	ARO:3004812	GOB-5	Elizabethkingia meningoseptica] Partial
CAD60972.1	ARO:3004822	HERA-8	Atlantibacter hermannii
SUA92210.1	ARO:3001461	OXA-156	Pandoraea pulmonicola
ENV13583.1	ARO:3001732	OXA-276	Acinetobacter schindleri NIPH 900
AHN07452.1	ARO:3001524	OXA-336	Acinetobacter baumannii
AIU44173.1	ARO:3001608	OXA-417	Acinetobacter calcoaceticus
AKI29912.1	ARO:3003621	OXA-465	Campylobacter jejuni
BAL40895.1	ARO:3004771	CIA-4	Chryseobacterium indologenes
AAF89148.1	ARO:3004813	GOB-6	Elizabethkingia meningoseptica] Partial
AIY69088.1	ARO:3003142	IMI-8	Enterobacter cloacae
AAZ79401.1	ARO:3002473	LEN-17	Klebsiella pneumoniae
NP_388442.1	ARO:3004476	vmlR	Bacillus subtilis subsp. subtilis str. 168
EOR02560.1	ARO:3004479	OXA-664	Acinetobacter tandoii DSM 14970 = CIP 107469
EPF70268.1	ARO:3004478	OXA-665	Acinetobacter rudis CIP 110305
ALA99191.1	ARO:3001462	OXA-157	Pandoraea norimbergensis
EPH38243.1	ARO:3001730	OXA-274	Acinetobacter guillouiae MSP4-18
ENU21708.1	ARO:3001741	OXA-286	Acinetobacter sp. NIPH 809
ENV45890.1	ARO:3001733	OXA-277	Acinetobacter schindleri CIP 107287
RIL13772.1	ARO:3001525	OXA-337	Acinetobacter baumannii
OWG16436.1	ARO:3004489	OXA-663	Klebsiella pneumoniae BIDMC 35
ARO85965.1	ARO:3003115	OXA-427	Enterobacter cloacae
AKI29913.1	ARO:3003622	OXA-466	Campylobacter jejuni
AVR61040.1	ARO:3004854	CMY-136	Escherichia coli
ALA99192.1	ARO:3001463	OXA-158	Pandoraea sp. Va8523
ENU35234.1	ARO:3001734	OXA-279	Acinetobacter parvus DSM 16617 = CIP 108168
AHN07456.1	ARO:3001527	OXA-339	Acinetobacter baumannii
AJG01375.1	ARO:3003120	OXA-429	Acinetobacter baumannii
ALC79285.1	ARO:3003626	OXA-470	Brachyspira pilosicoli
AAL85333.1	ARO:3004773	CKO-1	Citrobacter koseri
AAF89153.1	ARO:3004814	GOB-7	Elizabethkingia meningoseptica] Partial
AKO63210.1	ARO:3003657	IMP-49	Pseudomonas aeruginosa
ADW77562.1	ARO:3002479	LEN-25	Klebsiella pneumoniae
BAG33043.1	ARO:3003920	pgpB	Porphyromonas gingivalis ATCC 33277
WP_041777404.1	ARO:3004480	Bifidobacterium adolescentis rpoB conferring resistance to rifampicin	Bifidobacterium adolescentis
SPD96731.1	ARO:3001063	SHV-4	Escherichia coli
CAB76928.1	ARO:3004837	OXA-724	Aeromonas hydrophila
AKF43458.1	ARO:3003663	NDM-15	Escherichia coli
AFO09969.1	ARO:3001477	OXA-185	Campylobacter jejuni
ENV74419.1	ARO:3001735	OXA-280	Acinetobacter johnsonii ANC 3681
OTK94966.1	ARO:3001528	OXA-340	Acinetobacter baumannii
WP_063862927.1	ARO:3003121	OXA-430	Acinetobacter baumannii
ALC79286.1	ARO:3003627	OXA-471	Brachyspira pilosicoli
CAB55427.1	ARO:3004775	CME-1	Elizabethkingia meningoseptica
AKZ20822.1	ARO:3003652	CMY-132	Escherichia coli
AAQ54756.1	ARO:3004815	GOB-8	Elizabethkingia meningoseptica
BAR80870.1	ARO:3004823	IMP-52	Escherichia coli
ALK01318.1	ARO:3004827	LEN-35	Klebsiella variicola
CAA09666.1	ARO:3004122	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae
SLY33602	ARO:3004838	LEN-30	Klebsiella pneumoniae
ABL14266	ARO:3004856	SCO-1	Escherichia coli
AKZ20823.1	ARO:3003664	NDM-16	Klebsiella pneumoniae
AGL39360.1	ARO:3004493	ADC-68	Acinetobacter baumannii
ALT07696.1	ARO:3004494	IMP-55	Acinetobacter baumannii
ALT53802.1	ARO:3004495	IMP-56	Pseudomonas aeruginosa
WP_038350216.1	ARO:3001496	OXA-234	Acinetobacter baumannii
ENU38533.1	ARO:3001736	OXA-281	Acinetobacter johnsonii CIP 64.6
AHN07458.1	ARO:3001529	OXA-341	Acinetobacter baumannii
AJG01377.1	ARO:3003124	OXA-431	Acinetobacter baumannii
ALC79287.1	ARO:3003628	OXA-472	Brachyspira pilosicoli
AFI56422.1	ARO:3004777	CMH-1	Enterobacter cloacae
AKZ20821.1	ARO:3003653	CMY-133	Escherichia coli
AKQ06274.1	ARO:3004496	KPC-24	Klebsiella pneumoniae
AAT68576.1	ARO:3004816	GOB-9	Elizabethkingia meningoseptica
ALK01319.1	ARO:3004828	LEN-36	Klebsiella variicola
CEL85185.1	ARO:3004839	LEN-32	Klebsiella variicola
APZ75411.1	ARO:3004861	NDM-18	Escherichia coli
ASF15667.1	ARO:3001501	OXA-252	Shewanella sp. FDAARGOS_354
EKE23052.1	ARO:3001737	OXA-282	uncultured bacterium
AHN07460.1	ARO:3001530	OXA-342	Acinetobacter baumannii
AKF12264.1	ARO:3004498	dfrB4	Escherichia coli
AJG01378.1	ARO:3003125	OXA-432	Acinetobacter baumannii
ALC79288.1	ARO:3003629	OXA-473	Brachyspira pilosicoli
AKP17985.1	ARO:3004778	CMY-135	Citrobacter freundii
ALK01320.1	ARO:3004829	LEN-37	Klebsiella variicola
CTQ12020.1	ARO:3004840	LEN-34	Klebsiella variicola
ASC49561.1	ARO:3004862	NDM-19	Escherichia coli
AGV04655.1	ARO:3001715	OXA-259	Acinetobacter baumannii
ENU15301.1	ARO:3001738	OXA-283	Acinetobacter sp. CIP A162
PCE45447.1	ARO:3001531	OXA-343	Acinetobacter baumannii
AJG01379.1	ARO:3003126	OXA-433	Acinetobacter baumannii
ALC79289.1	ARO:3003631	OXA-474	Brachyspira pilosicoli
AAM45855.1	ARO:3004780	DES-1	Desulfovibrio desulfuricans
AZA07954.1	ARO:3004841	LEN-38	Klebsiella variicola subsp. tropicalensis
AQY45923.1	ARO:3004863	NDM-20	Escherichia coli
AUN87920.1	ARO:3004500	MCR-3.11	Escherichia coli
ASK49942.1	ARO:3004501	MCR-6.1	Moraxella sp. MSG47-C17
ASK49941.1	ARO:3004502	MCR-2.2	Moraxella pluranimalium
AST36140.1	ARO:3004503	MCR-3.6	Aeromonas allosaccharophila
ATQ63376.1	ARO:3004504	MCR-3.10	Aeromonas caviae
ASU04896.1	ARO:3004505	MCR-3.5	Escherichia coli
ASK49940.1	ARO:3004506	MCR-1.10	Moraxella sp. MSG13-C03
AVA31022.1	ARO:3004507	MCR-1.9	Escherichia coli
AST36144.1	ARO:3004508	MCR-3.9	Aeromonas hydrophila
AST36143.1	ARO:3004509	MCR-3.8	Aeromonas hydrophila
AST36141.1	ARO:3004510	MCR-3.7	Aeromonas media
OYN70668.1	ARO:3004511	MCR-3.2	Escherichia coli
AQK48217.1	ARO:3004513	MCR-1.6	Salmonella enterica subsp. enterica serovar Typhimurium
ANJ15621.1	ARO:3004514	MCR-1.3	Escherichia coli
APM87143.1	ARO:3004515	MCR-1.4	Escherichia coli
AVX52225.1	ARO:3004516	MCR-8	Klebsiella pneumoniae
AUR80098.1	ARO:3004517	MCR-7.1	Klebsiella pneumoniae
ENU54757.1	ARO:3001716	OXA-260	Acinetobacter baumannii NIPH 1362
ENX16434.1	ARO:3001739	OXA-284	Acinetobacter sp. CIP 51.11
AHN07462.1	ARO:3001532	OXA-344	Acinetobacter baumannii
AKL59536.1	ARO:3003593	OXA-437	Acinetobacter baumannii
ALC79290.1	ARO:3003632	OXA-475	Brachyspira pilosicoli
AHL39320.1	ARO:3002140	DHA-9	Morganella morganii] Partial
AZA07955.1	ARO:3004842	LEN-39	Klebsiella variicola subsp. tropicalensis
ATJ25942.1	ARO:3004864	NDM-21	Escherichia coli
ABI20451.1	ARO:3003741	mphE	uncultured bacterium
ACU86041.1	ARO:3004539	mphH	Brachybacterium faecium DSM 4810
AJE92936.1	ARO:3004541	mphK	Bacillus subtilis subsp. subtilis
AHE40505.1	ARO:3004542	mphN	Exiguobacterium sp. S3-2
WP_050815728.1	ARO:3004543	mphO	Brachybacterium paraconglomeratum
ATL63232.1	ARO:3004544	mphJ	Brevibacillus brevis Vm4
AJE61443.1	ARO:3002361	NDM-11	Escherichia coli
ACY06082.1	ARO:3004547	dfrA6	Vibrio cholerae
CAA40897.1	ARO:3004548	dfrA9	Escherichia coli
AAX46054.1	ARO:3004549	dfrB5	Pseudomonas aeruginosa] Partial
ACD45689.1	ARO:3004550	dfrA27	Vibrio cholerae non-O1/non-O139
CAT00035.1	ARO:3004551	dfrA28	Aeromonas hydrophila
CAQ53849.2	ARO:3004552	dfrA30	Klebsiella sp. MB45
ANN23980.1	ARO:3004554	dfrA29	Escherichia coli
ACZ52983.1	ARO:3004555	dfrA32	Salmonella enterica
ADB54781.1	ARO:3004556	dfrB7	Aeromonas hydrophila] Partial
AVX51087.1	ARO:3004559	CAM-1	Pseudomonas aeruginosa
AAK64581.1	ARO:3004568	dfrA18	Vibrio cholerae MO10
WP_082741435.1	ARO:3004569	ICR-Mo	Moraxella osloensis
AWN09461.1	ARO:3004571	PNGM-1	uncultured bacterium
AAW38464.1	ARO:3004572	Staphylococcys aureus LmrS	Staphylococcus aureus subsp. aureus COL
ABO11759.2	ARO:3004573	Acinetobacter baumannii AbaF	Acinetobacter baumannii ATCC 17978
ACJ41547.2	ARO:3004574	Acinetobacter baumannii AbaQ	Acinetobacter baumannii AB0057
ACQ82816.1	ARO:3004577	Acinetobacter baumannii AmvA	Acinetobacter baumannii
BAH63251.1	ARO:3004580	Klebsiella pneumoniae KpnE	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
AKQ05892.1	ARO:3004581	tet(48)	uncultured bacterium
AKQ05893.1	ARO:3004582	tet(49)	uncultured bacterium
BAH63252.1	ARO:3004583	Klebsiella pneumoniae KpnF	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
AKQ05894.1	ARO:3004584	tet(50)	uncultured bacterium
AKQ05895.1	ARO:3004586	tet(51)	uncultured bacterium
AKQ05896.1	ARO:3004587	tet(52)	uncultured bacterium
AKQ05897.1	ARO:3004589	tet(53)	uncultured bacterium
CZT31773.1	ARO:3004094	Erm(48)	Staphylococcus xylosus
AKQ05898.1	ARO:3004590	tet(54)	uncultured bacterium
AKQ05899.1	ARO:3004591	tet(55)	uncultured bacterium
CAB37345.2	ARO:3004592	erm(32)	Streptomyces fradiae
CEJ95855.1	ARO:3004595	erm45	Staphylococcus fleurettii
AJF36617.1	ARO:3004596	erm(46)	Rhodococcus hoagii
EHL92831.1	ARO:3004588	Klebsiella pneumoniae KpnG	Klebsiella sp. 4_1_44FAA
EOU56998.1	ARO:3004597	Klebsiella pneumoniae KpnH	Escherichia coli KTE14
AIX48090.1	ARO:3004599	clcD	Clostridioides difficile
ENX26326.1	ARO:3001740	OXA-285	Acinetobacter sp. CIP 64.7
AHN07463.1	ARO:3001533	OXA-345	Acinetobacter baumannii
AKL59521.1	ARO:3003594	OXA-438	Escherichia coli
ALC79291.1	ARO:3003633	OXA-476	Brachyspira pilosicoli
AAL86999.1	ARO:3004782	ERP-1	Erwinia persicina
AZA07956.1	ARO:3004843	LEN-40	Klebsiella variicola subsp. tropicalensis
AWI33311.1	ARO:3004865	NDM-22	Enterobacter cloacae
